,unixdatetime,value
1248,1459123169,0.049
1249,1459123170,0.049
1250,1459123171,0.062
1251,1459123172,0.065
1252,1459123173,0.073
1253,1459123174,0.1
1254,1459123175,0.127
1255,1459123176,0.144
1256,1459123177,0.15
1257,1459123178,0.154
1258,1459123179,0.166
1259,1459123180,0.175
1260,1459123181,0.183
1261,1459123182,0.186
1262,1459123183,0.196
1263,1459123184,0.198
1264,1459123185,0.204
1265,1459123186,0.206
1266,1459123187,0.225
1267,1459123188,0.228
1268,1459123189,0.232
1269,1459123190,0.237
1270,1459123191,0.241
1271,1459123192,0.255
1272,1459123193,0.269
1273,1459123194,0.273
1274,1459123195,0.305
1275,1459123196,0.308
1276,1459123197,0.311
1277,1459123198,0.318
1278,1459123199,0.318
1279,1459123200,0.32
1280,1459209561,0.0
1281,1459209562,0.0
1282,1459209563,0.002
1283,1459209564,0.002
1284,1459209565,0.002
1285,1459209566,0.003
1286,1459209567,0.003
1287,1459209568,0.003
1288,1459209569,0.003
1289,1459209570,0.003
1290,1459209571,0.004
1291,1459209572,0.004
1292,1459209573,0.004
1293,1459209574,0.005
1294,1459209575,0.005
1295,1459209576,0.005
1296,1459209577,0.005
1297,1459209578,0.005
1298,1459209579,0.005
1299,1459209580,0.005
1300,1459209581,0.006
1301,1459209582,0.006
1302,1459209583,0.006
1303,1459209584,0.007
1304,1459209585,0.007
1305,1459209586,0.007
1306,1459209587,0.008
1307,1459209588,0.008
1308,1459209589,0.009
1309,1459209590,0.009
1310,1459209591,0.009
1311,1459209592,0.009
1312,1459209593,0.009
1313,1459209594,0.009
1314,1459209595,0.009
1315,1459209596,0.01
1316,1459209597,0.01
1317,1459209598,0.01
1318,1459209599,0.01
1319,1459209600,0.01
1320,1459468761,0.0
1321,1459468762,0.0
1322,1459468763,0.001
1323,1459468764,0.004
1324,1459468765,0.004
1325,1459468766,0.005
1326,1459468767,0.006
1327,1459468768,0.009
1328,1459468769,0.012
1329,1459468770,0.012
1330,1459468771,0.013
1331,1459468772,0.014
1332,1459468773,0.015
1333,1459468774,0.016
1334,1459468775,0.017
1335,1459468776,0.017
1336,1459468777,0.017
1337,1459468778,0.018
1338,1459468779,0.019
1339,1459468780,0.02
1340,1459468781,0.02
1341,1459468782,0.022
1342,1459468783,0.022
1343,1459468784,0.023
1344,1459468785,0.024
1345,1459468786,0.027
1346,1459468787,0.029
1347,1459468788,0.029
1348,1459468789,0.03
1349,1459468790,0.03
1350,1459468791,0.031
1351,1459468792,0.031
1352,1459468793,0.033
1353,1459468794,0.033
1354,1459468795,0.034
1355,1459468796,0.037
1356,1459468797,0.038
1357,1459468798,0.039
1358,1459468799,0.039
1359,1459468800,0.04
1360,1459555161,0.008
1361,1459555162,0.01
1362,1459555163,0.014
1363,1459555164,0.016
1364,1459555165,0.016
1365,1459555166,0.018
1366,1459555167,0.019
1367,1459555168,0.023
1368,1459555169,0.025
1369,1459555170,0.037
1370,1459555171,0.048
1371,1459555172,0.053
1372,1459555173,0.059
1373,1459555174,0.066
1374,1459555175,0.067
1375,1459555176,0.072
1376,1459555177,0.08
1377,1459555178,0.091
1378,1459555179,0.094
1379,1459555180,0.094
1380,1459555181,0.095
1381,1459555182,0.099
1382,1459555183,0.1
1383,1459555184,0.125
1384,1459555185,0.134
1385,1459555186,0.14
1386,1459555187,0.143
1387,1459555188,0.146
1388,1459555189,0.147
1389,1459555190,0.148
1390,1459555191,0.156
1391,1459555192,0.163
1392,1459555193,0.174
1393,1459555194,0.18
1394,1459555195,0.181
1395,1459555196,0.183
1396,1459555197,0.188
1397,1459555198,0.189
1398,1459555199,0.189
1399,1459555200,0.19
1400,1459641561,0.001
1401,1459641562,0.001
1402,1459641563,0.001
1403,1459641564,0.001
1404,1459641565,0.002
1405,1459641566,0.002
1406,1459641567,0.002
1407,1459641568,0.003
1408,1459641569,0.003
1409,1459641570,0.003
1410,1459641571,0.004
1411,1459641572,0.004
1412,1459641573,0.005
1413,1459641574,0.005
1414,1459641575,0.005
1415,1459641576,0.005
1416,1459641577,0.006
1417,1459641578,0.006
1418,1459641579,0.006
1419,1459641580,0.006
1420,1459641581,0.006
1421,1459641582,0.006
1422,1459641583,0.006
1423,1459641584,0.006
1424,1459641585,0.007
1425,1459641586,0.007
1426,1459641587,0.008
1427,1459641588,0.008
1428,1459641589,0.009
1429,1459641590,0.009
1430,1459641591,0.009
1431,1459641592,0.009
1432,1459641593,0.009
1433,1459641594,0.009
1434,1459641595,0.01
1435,1459641596,0.01
1436,1459641597,0.01
1437,1459641598,0.01
1438,1459641599,0.01
1439,1459641600,0.01
1440,1459727961,0.002
1441,1459727962,0.003
1442,1459727963,0.005
1443,1459727964,0.013
1444,1459727965,0.021
1445,1459727966,0.022
1446,1459727967,0.031
1447,1459727968,0.034
1448,1459727969,0.036
1449,1459727970,0.039
1450,1459727971,0.042
1451,1459727972,0.043
1452,1459727973,0.044
1453,1459727974,0.05
1454,1459727975,0.05
1455,1459727976,0.052
1456,1459727977,0.054
1457,1459727978,0.057
1458,1459727979,0.074
1459,1459727980,0.078
1460,1459727981,0.081
1461,1459727982,0.084
1462,1459727983,0.086
1463,1459727984,0.089
1464,1459727985,0.098
1465,1459727986,0.101
1466,1459727987,0.102
1467,1459727988,0.102
1468,1459727989,0.11
1469,1459727990,0.126
1470,1459727991,0.134
1471,1459727992,0.136
1472,1459727993,0.143
1473,1459727994,0.145
1474,1459727995,0.147
1475,1459727996,0.149
1476,1459727997,0.158
1477,1459727998,0.16
1478,1459727999,0.165
1479,1459728000,0.17
1480,1459987161,0.043
1481,1459987162,0.045
1482,1459987163,0.057
1483,1459987164,0.059
1484,1459987165,0.068
1485,1459987166,0.084
1486,1459987167,0.088
1487,1459987168,0.107
1488,1459987169,0.109
1489,1459987170,0.12
1490,1459987171,0.128
1491,1459987172,0.144
1492,1459987173,0.158
1493,1459987174,0.17
1494,1459987175,0.177
1495,1459987176,0.181
1496,1459987177,0.182
1497,1459987178,0.194
1498,1459987179,0.196
1499,1459987180,0.199
1500,1459987181,0.207
1501,1459987182,0.266
1502,1459987183,0.278
1503,1459987184,0.28
1504,1459987185,0.283
1505,1459987186,0.288
1506,1459987187,0.291
1507,1459987188,0.308
1508,1459987189,0.315
1509,1459987190,0.334
1510,1459987191,0.338
1511,1459987192,0.348
1512,1459987193,0.356
1513,1459987194,0.377
1514,1459987195,0.379
1515,1459987196,0.409
1516,1459987197,0.424
1517,1459987198,0.427
1518,1459987199,0.439
1519,1459987200,0.45
1520,1460073561,0.002
1521,1460073562,0.006
1522,1460073563,0.007
1523,1460073564,0.007
1524,1460073565,0.008
1525,1460073566,0.008
1526,1460073567,0.009
1527,1460073568,0.009
1528,1460073569,0.009
1529,1460073570,0.01
1530,1460073571,0.011
1531,1460073572,0.011
1532,1460073573,0.012
1533,1460073574,0.013
1534,1460073575,0.013
1535,1460073576,0.014
1536,1460073577,0.015
1537,1460073578,0.015
1538,1460073579,0.015
1539,1460073580,0.017
1540,1460073581,0.018
1541,1460073582,0.018
1542,1460073583,0.019
1543,1460073584,0.02
1544,1460073585,0.02
1545,1460073586,0.022
1546,1460073587,0.024
1547,1460073588,0.024
1548,1460073589,0.03
1549,1460073590,0.03
1550,1460073591,0.03
1551,1460073592,0.032
1552,1460073593,0.032
1553,1460073594,0.033
1554,1460073595,0.033
1555,1460073596,0.035
1556,1460073597,0.037
1557,1460073598,0.037
1558,1460073599,0.038
1559,1460073600,0.04
1560,1460159961,0.002
1561,1460159962,0.004
1562,1460159963,0.006
1563,1460159964,0.006
1564,1460159965,0.015
1565,1460159966,0.019
1566,1460159967,0.023
1567,1460159968,0.024
1568,1460159969,0.026
1569,1460159970,0.028
1570,1460159971,0.031
1571,1460159972,0.033
1572,1460159973,0.035
1573,1460159974,0.036
1574,1460159975,0.036
1575,1460159976,0.041
1576,1460159977,0.042
1577,1460159978,0.047
1578,1460159979,0.047
1579,1460159980,0.048
1580,1460159981,0.05
1581,1460159982,0.053
1582,1460159983,0.062
1583,1460159984,0.067
1584,1460159985,0.071
1585,1460159986,0.072
1586,1460159987,0.072
1587,1460159988,0.072
1588,1460159989,0.073
1589,1460159990,0.075
1590,1460159991,0.08
1591,1460159992,0.082
1592,1460159993,0.085
1593,1460159994,0.089
1594,1460159995,0.093
1595,1460159996,0.093
1596,1460159997,0.098
1597,1460159998,0.098
1598,1460159999,0.099
1599,1460160000,0.1
1600,1460246361,0.0
1601,1460246362,0.0
1602,1460246363,0.001
1603,1460246364,0.001
1604,1460246365,0.001
1605,1460246366,0.001
1606,1460246367,0.002
1607,1460246368,0.002
1608,1460246369,0.002
1609,1460246370,0.002
1610,1460246371,0.002
1611,1460246372,0.002
1612,1460246373,0.003
1613,1460246374,0.003
1614,1460246375,0.003
1615,1460246376,0.004
1616,1460246377,0.004
1617,1460246378,0.004
1618,1460246379,0.005
1619,1460246380,0.005
1620,1460246381,0.005
1621,1460246382,0.005
1622,1460246383,0.006
1623,1460246384,0.006
1624,1460246385,0.006
1625,1460246386,0.006
1626,1460246387,0.006
1627,1460246388,0.007
1628,1460246389,0.007
1629,1460246390,0.007
1630,1460246391,0.007
1631,1460246392,0.008
1632,1460246393,0.008
1633,1460246394,0.009
1634,1460246395,0.009
1635,1460246396,0.009
1636,1460246397,0.01
1637,1460246398,0.01
1638,1460246399,0.01
1639,1460246400,0.01
1640,1460332761,0.002
1641,1460332762,0.003
1642,1460332763,0.004
1643,1460332764,0.009
1644,1460332765,0.014
1645,1460332766,0.067
1646,1460332767,0.067
1647,1460332768,0.078
1648,1460332769,0.082
1649,1460332770,0.122
1650,1460332771,0.13
1651,1460332772,0.141
1652,1460332773,0.204
1653,1460332774,0.227
1654,1460332775,0.235
1655,1460332776,0.255
1656,1460332777,0.268
1657,1460332778,0.283
1658,1460332779,0.294
1659,1460332780,0.294
1660,1460332781,0.297
1661,1460332782,0.329
1662,1460332783,0.332
1663,1460332784,0.344
1664,1460332785,0.355
1665,1460332786,0.355
1666,1460332787,0.366
1667,1460332788,0.366
1668,1460332789,0.385
1669,1460332790,0.422
1670,1460332791,0.454
1671,1460332792,0.463
1672,1460332793,0.49
1673,1460332794,0.496
1674,1460332795,0.555
1675,1460332796,0.58
1676,1460332797,0.595
1677,1460332798,0.596
1678,1460332799,0.598
1679,1460332800,0.62
1680,1460419161,0.0
1681,1460419162,0.0
1682,1460419163,0.0
1683,1460419164,0.0
1684,1460419165,0.001
1685,1460419166,0.004
1686,1460419167,0.005
1687,1460419168,0.005
1688,1460419169,0.006
1689,1460419170,0.008
1690,1460419171,0.008
1691,1460419172,0.012
1692,1460419173,0.013
1693,1460419174,0.013
1694,1460419175,0.013
1695,1460419176,0.017
1696,1460419177,0.017
1697,1460419178,0.018
1698,1460419179,0.018
1699,1460419180,0.02
1700,1460419181,0.021
1701,1460419182,0.023
1702,1460419183,0.023
1703,1460419184,0.026
1704,1460419185,0.027
1705,1460419186,0.027
1706,1460419187,0.027
1707,1460419188,0.027
1708,1460419189,0.03
1709,1460419190,0.03
1710,1460419191,0.032
1711,1460419192,0.032
1712,1460419193,0.033
1713,1460419194,0.034
1714,1460419195,0.035
1715,1460419196,0.036
1716,1460419197,0.037
1717,1460419198,0.037
1718,1460419199,0.038
1719,1460419200,0.04
1720,1461283161,0.003
1721,1461283162,0.011
1722,1461283163,0.016
1723,1461283164,0.028
1724,1461283165,0.03
1725,1461283166,0.038
1726,1461283167,0.039
1727,1461283168,0.041
1728,1461283169,0.041
1729,1461283170,0.044
1730,1461283171,0.045
1731,1461283172,0.045
1732,1461283173,0.051
1733,1461283174,0.051
1734,1461283175,0.058
1735,1461283176,0.059
1736,1461283177,0.063
1737,1461283178,0.068
1738,1461283179,0.069
1739,1461283180,0.071
1740,1461283181,0.073
1741,1461283182,0.089
1742,1461283183,0.089
1743,1461283184,0.097
1744,1461283185,0.101
1745,1461283186,0.11
1746,1461283187,0.11
1747,1461283188,0.13
1748,1461283189,0.132
1749,1461283190,0.135
1750,1461283191,0.138
1751,1461283192,0.139
1752,1461283193,0.139
1753,1461283194,0.147
1754,1461283195,0.151
1755,1461283196,0.157
1756,1461283197,0.163
1757,1461283198,0.164
1758,1461283199,0.165
1759,1461283200,0.17
1760,1461369561,0.0
1761,1461369562,0.0
1762,1461369563,0.001
1763,1461369564,0.001
1764,1461369565,0.001
1765,1461369566,0.001
1766,1461369567,0.002
1767,1461369568,0.002
1768,1461369569,0.003
1769,1461369570,0.003
1770,1461369571,0.003
1771,1461369572,0.003
1772,1461369573,0.003
1773,1461369574,0.003
1774,1461369575,0.003
1775,1461369576,0.003
1776,1461369577,0.004
1777,1461369578,0.004
1778,1461369579,0.004
1779,1461369580,0.005
1780,1461369581,0.005
1781,1461369582,0.006
1782,1461369583,0.006
1783,1461369584,0.006
1784,1461369585,0.007
1785,1461369586,0.007
1786,1461369587,0.007
1787,1461369588,0.007
1788,1461369589,0.007
1789,1461369590,0.008
1790,1461369591,0.009
1791,1461369592,0.009
1792,1461369593,0.009
1793,1461369594,0.009
1794,1461369595,0.01
1795,1461369596,0.01
1796,1461369597,0.01
1797,1461369598,0.01
1798,1461369599,0.01
1799,1461369600,0.01
1800,1461628761,0.001
1801,1461628762,0.002
1802,1461628763,0.005
1803,1461628764,0.018
1804,1461628765,0.023
1805,1461628766,0.023
1806,1461628767,0.024
1807,1461628768,0.026
1808,1461628769,0.028
1809,1461628770,0.047
1810,1461628771,0.047
1811,1461628772,0.049
1812,1461628773,0.058
1813,1461628774,0.064
1814,1461628775,0.071
1815,1461628776,0.073
1816,1461628777,0.074
1817,1461628778,0.079
1818,1461628779,0.093
1819,1461628780,0.098
1820,1461628781,0.102
1821,1461628782,0.103
1822,1461628783,0.116
1823,1461628784,0.117
1824,1461628785,0.127
1825,1461628786,0.129
1826,1461628787,0.133
1827,1461628788,0.136
1828,1461628789,0.137
1829,1461628790,0.137
1830,1461628791,0.145
1831,1461628792,0.15
1832,1461628793,0.153
1833,1461628794,0.159
1834,1461628795,0.169
1835,1461628796,0.17
1836,1461628797,0.171
1837,1461628798,0.177
1838,1461628799,0.18
1839,1461628800,0.18
1840,1461801561,0.017
1841,1461801562,0.018
1842,1461801563,0.02
1843,1461801564,0.02
1844,1461801565,0.04
1845,1461801566,0.044
1846,1461801567,0.071
1847,1461801568,0.075
1848,1461801569,0.079
1849,1461801570,0.083
1850,1461801571,0.09
1851,1461801572,0.101
1852,1461801573,0.109
1853,1461801574,0.115
1854,1461801575,0.118
1855,1461801576,0.118
1856,1461801577,0.119
1857,1461801578,0.153
1858,1461801579,0.179
1859,1461801580,0.184
1860,1461801581,0.19
1861,1461801582,0.192
1862,1461801583,0.193
1863,1461801584,0.2
1864,1461801585,0.201
1865,1461801586,0.208
1866,1461801587,0.216
1867,1461801588,0.218
1868,1461801589,0.218
1869,1461801590,0.221
1870,1461801591,0.226
1871,1461801592,0.262
1872,1461801593,0.264
1873,1461801594,0.273
1874,1461801595,0.283
1875,1461801596,0.293
1876,1461801597,0.294
1877,1461801598,0.303
1878,1461801599,0.31
1879,1461801600,0.31
1880,1461974361,0.002
1881,1461974362,0.004
1882,1461974363,0.005
1883,1461974364,0.007
1884,1461974365,0.007
1885,1461974366,0.009
1886,1461974367,0.014
1887,1461974368,0.014
1888,1461974369,0.019
1889,1461974370,0.022
1890,1461974371,0.024
1891,1461974372,0.029
1892,1461974373,0.036
1893,1461974374,0.039
1894,1461974375,0.041
1895,1461974376,0.046
1896,1461974377,0.052
1897,1461974378,0.055
1898,1461974379,0.057
1899,1461974380,0.057
1900,1461974381,0.061
1901,1461974382,0.061
1902,1461974383,0.066
1903,1461974384,0.067
1904,1461974385,0.069
1905,1461974386,0.073
1906,1461974387,0.075
1907,1461974388,0.078
1908,1461974389,0.082
1909,1461974390,0.085
1910,1461974391,0.097
1911,1461974392,0.101
1912,1461974393,0.108
1913,1461974394,0.113
1914,1461974395,0.118
1915,1461974396,0.118
1916,1461974397,0.125
1917,1461974398,0.128
1918,1461974399,0.129
1919,1461974400,0.13
1920,1462060761,0.006
1921,1462060762,0.009
1922,1462060763,0.015
1923,1462060764,0.025
1924,1462060765,0.025
1925,1462060766,0.036
1926,1462060767,0.041
1927,1462060768,0.046
1928,1462060769,0.06
1929,1462060770,0.062
1930,1462060771,0.073
1931,1462060772,0.095
1932,1462060773,0.109
1933,1462060774,0.113
1934,1462060775,0.14
1935,1462060776,0.146
1936,1462060777,0.151
1937,1462060778,0.153
1938,1462060779,0.164
1939,1462060780,0.184
1940,1462060781,0.194
1941,1462060782,0.224
1942,1462060783,0.225
1943,1462060784,0.235
1944,1462060785,0.235
1945,1462060786,0.244
1946,1462060787,0.247
1947,1462060788,0.26
1948,1462060789,0.273
1949,1462060790,0.278
1950,1462060791,0.283
1951,1462060792,0.283
1952,1462060793,0.294
1953,1462060794,0.32
1954,1462060795,0.323
1955,1462060796,0.335
1956,1462060797,0.339
1957,1462060798,0.347
1958,1462060799,0.349
1959,1462060800,0.35
1960,1462147161,0.001
1961,1462147162,0.015
1962,1462147163,0.025
1963,1462147164,0.039
1964,1462147165,0.041
1965,1462147166,0.048
1966,1462147167,0.05
1967,1462147168,0.053
1968,1462147169,0.054
1969,1462147170,0.076
1970,1462147171,0.101
1971,1462147172,0.199
1972,1462147173,0.214
1973,1462147174,0.23
1974,1462147175,0.272
1975,1462147176,0.284
1976,1462147177,0.292
1977,1462147178,0.298
1978,1462147179,0.299
1979,1462147180,0.299
1980,1462147181,0.304
1981,1462147182,0.312
1982,1462147183,0.315
1983,1462147184,0.319
1984,1462147185,0.334
1985,1462147186,0.34
1986,1462147187,0.357
1987,1462147188,0.371
1988,1462147189,0.388
1989,1462147190,0.412
1990,1462147191,0.415
1991,1462147192,0.421
1992,1462147193,0.457
1993,1462147194,0.457
1994,1462147195,0.459
1995,1462147196,0.541
1996,1462147197,0.601
1997,1462147198,0.61
1998,1462147199,0.637
1999,1462147200,0.64
2000,1462319961,0.003
2001,1462319962,0.006
2002,1462319963,0.007
2003,1462319964,0.007
2004,1462319965,0.007
2005,1462319966,0.009
2006,1462319967,0.01
2007,1462319968,0.011
2008,1462319969,0.011
2009,1462319970,0.014
2010,1462319971,0.018
2011,1462319972,0.018
2012,1462319973,0.021
2013,1462319974,0.024
2014,1462319975,0.03
2015,1462319976,0.032
2016,1462319977,0.033
2017,1462319978,0.033
2018,1462319979,0.034
2019,1462319980,0.034
2020,1462319981,0.038
2021,1462319982,0.038
2022,1462319983,0.04
2023,1462319984,0.041
2024,1462319985,0.051
2025,1462319986,0.055
2026,1462319987,0.062
2027,1462319988,0.064
2028,1462319989,0.065
2029,1462319990,0.067
2030,1462319991,0.076
2031,1462319992,0.077
2032,1462319993,0.079
2033,1462319994,0.08
2034,1462319995,0.082
2035,1462319996,0.087
2036,1462319997,0.087
2037,1462319998,0.099
2038,1462319999,0.099
2039,1462320000,0.1
2040,1462406361,0.0
2041,1462406362,0.008
2042,1462406363,0.009
2043,1462406364,0.014
2044,1462406365,0.018
2045,1462406366,0.019
2046,1462406367,0.021
2047,1462406368,0.027
2048,1462406369,0.028
2049,1462406370,0.029
2050,1462406371,0.029
2051,1462406372,0.034
2052,1462406373,0.037
2053,1462406374,0.038
2054,1462406375,0.039
2055,1462406376,0.042
2056,1462406377,0.045
2057,1462406378,0.05
2058,1462406379,0.053
2059,1462406380,0.053
2060,1462406381,0.055
2061,1462406382,0.058
2062,1462406383,0.058
2063,1462406384,0.066
2064,1462406385,0.071
2065,1462406386,0.073
2066,1462406387,0.078
2067,1462406388,0.08
2068,1462406389,0.082
2069,1462406390,0.084
2070,1462406391,0.109
2071,1462406392,0.111
2072,1462406393,0.111
2073,1462406394,0.111
2074,1462406395,0.115
2075,1462406396,0.12
2076,1462406397,0.128
2077,1462406398,0.134
2078,1462406399,0.135
2079,1462406400,0.14
2080,1462492761,0.001
2081,1462492762,0.001
2082,1462492763,0.002
2083,1462492764,0.002
2084,1462492765,0.002
2085,1462492766,0.003
2086,1462492767,0.003
2087,1462492768,0.004
2088,1462492769,0.004
2089,1462492770,0.004
2090,1462492771,0.004
2091,1462492772,0.005
2092,1462492773,0.005
2093,1462492774,0.006
2094,1462492775,0.007
2095,1462492776,0.008
2096,1462492777,0.008
2097,1462492778,0.008
2098,1462492779,0.008
2099,1462492780,0.011
2100,1462492781,0.011
2101,1462492782,0.011
2102,1462492783,0.014
2103,1462492784,0.017
2104,1462492785,0.019
2105,1462492786,0.019
2106,1462492787,0.021
2107,1462492788,0.022
2108,1462492789,0.023
2109,1462492790,0.023
2110,1462492791,0.024
2111,1462492792,0.024
2112,1462492793,0.025
2113,1462492794,0.027
2114,1462492795,0.028
2115,1462492796,0.028
2116,1462492797,0.029
2117,1462492798,0.029
2118,1462492799,0.029
2119,1462492800,0.03
2120,1462579161,0.0
2121,1462579162,0.001
2122,1462579163,0.001
2123,1462579164,0.002
2124,1462579165,0.002
2125,1462579166,0.003
2126,1462579167,0.004
2127,1462579168,0.005
2128,1462579169,0.008
2129,1462579170,0.008
2130,1462579171,0.008
2131,1462579172,0.008
2132,1462579173,0.009
2133,1462579174,0.01
2134,1462579175,0.01
2135,1462579176,0.01
2136,1462579177,0.01
2137,1462579178,0.011
2138,1462579179,0.011
2139,1462579180,0.011
2140,1462579181,0.012
2141,1462579182,0.014
2142,1462579183,0.015
2143,1462579184,0.015
2144,1462579185,0.016
2145,1462579186,0.017
2146,1462579187,0.017
2147,1462579188,0.018
2148,1462579189,0.019
2149,1462579190,0.021
2150,1462579191,0.023
2151,1462579192,0.024
2152,1462579193,0.025
2153,1462579194,0.026
2154,1462579195,0.026
2155,1462579196,0.027
2156,1462579197,0.028
2157,1462579198,0.028
2158,1462579199,0.03
2159,1462579200,0.03
2160,1462665561,0.0
2161,1462665562,0.001
2162,1462665563,0.002
2163,1462665564,0.002
2164,1462665565,0.003
2165,1462665566,0.004
2166,1462665567,0.004
2167,1462665568,0.004
2168,1462665569,0.005
2169,1462665570,0.005
2170,1462665571,0.005
2171,1462665572,0.009
2172,1462665573,0.009
2173,1462665574,0.009
2174,1462665575,0.01
2175,1462665576,0.01
2176,1462665577,0.01
2177,1462665578,0.011
2178,1462665579,0.011
2179,1462665580,0.012
2180,1462665581,0.012
2181,1462665582,0.012
2182,1462665583,0.014
2183,1462665584,0.014
2184,1462665585,0.015
2185,1462665586,0.015
2186,1462665587,0.015
2187,1462665588,0.016
2188,1462665589,0.016
2189,1462665590,0.016
2190,1462665591,0.016
2191,1462665592,0.017
2192,1462665593,0.017
2193,1462665594,0.018
2194,1462665595,0.018
2195,1462665596,0.018
2196,1462665597,0.018
2197,1462665598,0.019
2198,1462665599,0.02
2199,1462665600,0.02
2200,1462838361,0.005
2201,1462838362,0.005
2202,1462838363,0.01
2203,1462838364,0.015
2204,1462838365,0.015
2205,1462838366,0.029
2206,1462838367,0.041
2207,1462838368,0.06
2208,1462838369,0.068
2209,1462838370,0.069
2210,1462838371,0.07
2211,1462838372,0.071
2212,1462838373,0.074
2213,1462838374,0.078
2214,1462838375,0.085
2215,1462838376,0.1
2216,1462838377,0.102
2217,1462838378,0.109
2218,1462838379,0.116
2219,1462838380,0.122
2220,1462838381,0.123
2221,1462838382,0.127
2222,1462838383,0.137
2223,1462838384,0.141
2224,1462838385,0.175
2225,1462838386,0.18
2226,1462838387,0.196
2227,1462838388,0.213
2228,1462838389,0.214
2229,1462838390,0.216
2230,1462838391,0.248
2231,1462838392,0.275
2232,1462838393,0.287
2233,1462838394,0.319
2234,1462838395,0.319
2235,1462838396,0.335
2236,1462838397,0.365
2237,1462838398,0.389
2238,1462838399,0.395
2239,1462838400,0.4
2240,1462924761,0.0
2241,1462924762,0.001
2242,1462924763,0.001
2243,1462924764,0.002
2244,1462924765,0.002
2245,1462924766,0.002
2246,1462924767,0.003
2247,1462924768,0.003
2248,1462924769,0.003
2249,1462924770,0.003
2250,1462924771,0.003
2251,1462924772,0.004
2252,1462924773,0.004
2253,1462924774,0.004
2254,1462924775,0.005
2255,1462924776,0.005
2256,1462924777,0.005
2257,1462924778,0.005
2258,1462924779,0.006
2259,1462924780,0.006
2260,1462924781,0.006
2261,1462924782,0.007
2262,1462924783,0.007
2263,1462924784,0.007
2264,1462924785,0.008
2265,1462924786,0.008
2266,1462924787,0.008
2267,1462924788,0.008
2268,1462924789,0.008
2269,1462924790,0.008
2270,1462924791,0.008
2271,1462924792,0.009
2272,1462924793,0.009
2273,1462924794,0.009
2274,1462924795,0.009
2275,1462924796,0.009
2276,1462924797,0.01
2277,1462924798,0.01
2278,1462924799,0.01
2279,1462924800,0.01
2280,1463011161,0.011
2281,1463011162,0.019
2282,1463011163,0.03
2283,1463011164,0.046
2284,1463011165,0.05
2285,1463011166,0.059
2286,1463011167,0.065
2287,1463011168,0.105
2288,1463011169,0.108
2289,1463011170,0.155
2290,1463011171,0.173
2291,1463011172,0.235
2292,1463011173,0.242
2293,1463011174,0.245
2294,1463011175,0.246
2295,1463011176,0.254
2296,1463011177,0.265
2297,1463011178,0.273
2298,1463011179,0.284
2299,1463011180,0.291
2300,1463011181,0.342
2301,1463011182,0.349
2302,1463011183,0.355
2303,1463011184,0.365
2304,1463011185,0.366
2305,1463011186,0.382
2306,1463011187,0.384
2307,1463011188,0.39
2308,1463011189,0.399
2309,1463011190,0.403
2310,1463011191,0.416
2311,1463011192,0.437
2312,1463011193,0.442
2313,1463011194,0.465
2314,1463011195,0.467
2315,1463011196,0.482
2316,1463011197,0.506
2317,1463011198,0.509
2318,1463011199,0.515
2319,1463011200,0.52
2320,1463097561,0.004
2321,1463097562,0.026
2322,1463097563,0.031
2323,1463097564,0.034
2324,1463097565,0.046
2325,1463097566,0.047
2326,1463097567,0.048
2327,1463097568,0.051
2328,1463097569,0.056
2329,1463097570,0.062
2330,1463097571,0.063
2331,1463097572,0.067
2332,1463097573,0.068
2333,1463097574,0.069
2334,1463097575,0.073
2335,1463097576,0.076
2336,1463097577,0.077
2337,1463097578,0.081
2338,1463097579,0.081
2339,1463097580,0.083
2340,1463097581,0.085
2341,1463097582,0.093
2342,1463097583,0.093
2343,1463097584,0.11
2344,1463097585,0.115
2345,1463097586,0.128
2346,1463097587,0.132
2347,1463097588,0.134
2348,1463097589,0.14
2349,1463097590,0.145
2350,1463097591,0.145
2351,1463097592,0.145
2352,1463097593,0.151
2353,1463097594,0.152
2354,1463097595,0.159
2355,1463097596,0.162
2356,1463097597,0.164
2357,1463097598,0.17
2358,1463097599,0.17
2359,1463097600,0.17
2360,1463183961,0.005
2361,1463183962,0.03
2362,1463183963,0.038
2363,1463183964,0.04
2364,1463183965,0.044
2365,1463183966,0.054
2366,1463183967,0.077
2367,1463183968,0.077
2368,1463183969,0.09
2369,1463183970,0.106
2370,1463183971,0.114
2371,1463183972,0.122
2372,1463183973,0.122
2373,1463183974,0.129
2374,1463183975,0.133
2375,1463183976,0.133
2376,1463183977,0.136
2377,1463183978,0.144
2378,1463183979,0.148
2379,1463183980,0.17
2380,1463183981,0.171
2381,1463183982,0.177
2382,1463183983,0.18
2383,1463183984,0.185
2384,1463183985,0.191
2385,1463183986,0.193
2386,1463183987,0.208
2387,1463183988,0.231
2388,1463183989,0.243
2389,1463183990,0.243
2390,1463183991,0.248
2391,1463183992,0.254
2392,1463183993,0.265
2393,1463183994,0.302
2394,1463183995,0.325
2395,1463183996,0.328
2396,1463183997,0.332
2397,1463183998,0.354
2398,1463183999,0.367
2399,1463184000,0.37
2400,1463529561,0.006
2401,1463529562,0.023
2402,1463529563,0.03
2403,1463529564,0.03
2404,1463529565,0.031
2405,1463529566,0.041
2406,1463529567,0.042
2407,1463529568,0.056
2408,1463529569,0.057
2409,1463529570,0.067
2410,1463529571,0.073
2411,1463529572,0.075
2412,1463529573,0.077
